epoch,acc,loss,lr,time_elapsed,val_acc,val_loss
0,0.366525,1.8815000490188598,0.00025,24.347082138061523,0.4579,1.522173708152771
1,0.52715,1.3447986854553222,0.00025,22.24690866470337,0.5408,1.3262166173934937
2,0.616825,1.0863918518066407,0.00025,22.22103714942932,0.6349,0.9992753541946411
3,0.671825,0.9300727275848388,0.00025,22.250793933868408,0.6692,0.9166721044540406
4,0.71325,0.8123774839401245,0.00025,22.263638734817505,0.7001,0.8563630826950073
5,0.7439,0.7229032221794128,0.00025,22.23835039138794,0.6945,0.8822849489212036
6,0.7779,0.6301144455909728,0.00025,22.242918491363525,0.7487,0.7143549134969711
7,0.804775,0.5565772076606751,0.00025,22.21458864212036,0.7385,0.7473726938247681
8,0.834125,0.4763968975067139,0.00025,22.26226806640625,0.7564,0.7159848093509674
9,0.85955,0.40503599581718447,0.00025,22.21927833557129,0.7333,0.8032197828531266
10,0.881775,0.3372566370010376,0.00025,22.220911264419556,0.7558,0.7465225337028504
11,0.902525,0.28566129274368285,0.00025,22.19484806060791,0.7404,0.8529313770294189
12,0.921525,0.2357503680229187,0.00025,22.19830894470215,0.7731,0.7227783113956452
13,0.9352,0.19502878506183624,0.00025,22.203328371047974,0.7558,0.8042595764636994
14,0.946,0.16232223258018494,0.00025,22.21227502822876,0.7517,0.8774235067903996
15,0.95295,0.14207983000278473,0.00025,22.186057329177856,0.7533,0.8894582916259766
16,0.96185,0.11784694375991821,0.00025,22.39962601661682,0.7544,0.9044903919219971
17,0.976475,0.07819397518336772,0.000125,22.270626306533813,0.7747,0.8157295081138611
18,0.9811,0.0642472138762474,0.000125,22.17430305480957,0.7808,0.8103187668383122
19,0.9856,0.053315848040580746,0.000125,22.208058834075928,0.7812,0.8284451862573624
20,0.987525,0.04646917970180511,0.000125,22.214460849761963,0.7728,0.8527784111738205
21,0.988575,0.04267503744363785,0.000125,22.263104915618896,0.7746,0.884444255065918
22,0.989,0.04062831199765205,0.000125,22.24608039855957,0.7761,0.8818672689914704
23,0.989675,0.03852405763864517,0.000125,22.20551562309265,0.7726,0.9145754354834557
24,0.991025,0.03334184017181396,0.000125,22.199995040893555,0.7712,0.9384454382896423
25,0.991325,0.0328464216530323,0.000125,22.17491579055786,0.771,0.9241770985603333
26,0.9929,0.028961236149072648,0.000125,22.23126196861267,0.7642,0.9850076002120972
27,0.99405,0.023359114933013916,6.25e-05,22.167887449264526,0.7781,0.9112241825819015
28,0.995425,0.019399243143200875,6.25e-05,22.218454360961914,0.7752,0.9427716637969017
29,0.9956,0.018501242686808108,6.25e-05,22.207492113113403,0.7801,0.9190406477689743
30,0.996175,0.017409440749883653,6.25e-05,22.21019172668457,0.7826,0.9398707831382751
31,0.9955,0.01824867561459541,6.25e-05,22.223472833633423,0.7756,0.9594832452535629
32,0.996475,0.01522841570675373,6.25e-05,22.20467734336853,0.7775,0.9581364416241646
33,0.996225,0.016276112949848175,6.25e-05,22.23060393333435,0.778,0.9584645176887512
34,0.99765,0.012729431012272835,6.25e-05,22.215901613235474,0.7783,0.9718725525736809
35,0.997075,0.01285062195956707,6.25e-05,22.24067234992981,0.774,0.995610774564743
36,0.996525,0.014422728089988231,6.25e-05,22.20527935028076,0.773,1.016460676908493
37,0.997625,0.01148094823360443,3.125e-05,22.230758905410767,0.778,0.9831083604812622
38,0.997825,0.010450421702861786,3.125e-05,22.22076106071472,0.7824,0.9673069548130035
39,0.998,0.009810648564994336,3.125e-05,22.193330764770508,0.7798,0.9792018447399139
40,0.998625,0.009118289875984191,3.125e-05,22.18139147758484,0.7806,0.9872585740089417
41,0.99805,0.009533324736356735,3.125e-05,22.20763850212097,0.7777,0.9912148100376129
42,0.9985,0.008159170572459698,3.125e-05,22.21015739440918,0.7818,0.9971862453222274
43,0.998125,0.008678597395122051,3.125e-05,22.18027114868164,0.7827,1.0012047083377837
44,0.998275,0.008486324001848698,3.125e-05,22.276400327682495,0.7808,1.0030710724115373
45,0.998475,0.00806697639003396,3.125e-05,22.194016456604004,0.7784,1.017362506532669
46,0.99815,0.008097782880067825,3.125e-05,22.228787422180176,0.7825,1.004732130908966
47,0.99885,0.0070596632275730375,1.5625e-05,22.172871589660645,0.7826,1.0000428170681
48,0.99865,0.006783891695737839,1.5625e-05,22.1997492313385,0.782,1.0045971738100052
49,0.999,0.006498407733440399,1.5625e-05,22.24572992324829,0.7823,0.996927932548523
