epoch,acc,loss,lr,time_elapsed,val_acc,val_loss
0,0.7727083333333333,0.6480221366087595,0.001,3.115640878677368,0.8545833336512247,0.4162646813392639
1,0.8655416666666667,0.38505978576342265,0.001,2.5784788131713867,0.8109999995231628,0.4585582042535146
2,0.8863333333333333,0.322961500843366,0.001,2.54054594039917,0.8882500001589457,0.3023450251420339
3,0.8960833331743876,0.2899340668519338,0.001,2.5941717624664307,0.8853333336512248,0.30626151529947915
4,0.9045625,0.2687163428068161,0.001,2.5543527603149414,0.8920833328564962,0.2905205352306366
5,0.9128958334922791,0.24602906545003256,0.001,2.5593583583831787,0.9024166669845581,0.26589418935775755
6,0.9177500001589457,0.22956049795945485,0.001,2.551605463027954,0.9011666671435038,0.265619708220164
7,0.9241458333333333,0.21121258135636647,0.001,2.54001784324646,0.9038333336512248,0.26117875742912294
8,0.9274583331743876,0.19998741885026297,0.001,3.3041248321533203,0.9053333336512248,0.2627726109822591
9,0.9316041668256124,0.18827120912075043,0.001,2.5453176498413086,0.9015000003178915,0.2756336843967438
10,0.9381458331743876,0.17363548131783804,0.001,2.5594398975372314,0.9041666668256124,0.2730514349937439
11,0.9404166665077209,0.16673888965447745,0.001,2.563755512237549,0.9124166661898295,0.24814928221702576
12,0.9426041666666667,0.1558838518857956,0.001,2.537860631942749,0.9108333333333334,0.25589632280667624
13,0.9475625,0.1451729768117269,0.001,2.5641305446624756,0.9058333336512248,0.26180646173159283
14,0.9500208333333333,0.13735935282707215,0.001,2.5398311614990234,0.9069166669845581,0.26780921467145286
15,0.9523125,0.1333938873211543,0.001,2.5614681243896484,0.9106666661898295,0.2601246967315674
16,0.954791666507721,0.12566078929106395,0.001,2.564140796661377,0.9107500001589457,0.26862243994077045
17,0.9559791668256123,0.11781854140758515,0.001,2.5342986583709717,0.9110833330154419,0.27221774570147195
18,0.958895833492279,0.11030592928330103,0.001,2.5430972576141357,0.9098333331743876,0.27174857529004415
19,0.9613749998410542,0.10612787556648254,0.001,2.5363335609436035,0.9099166669845581,0.28395240076382955
20,0.963333333492279,0.10133134126663208,0.001,2.547081470489502,0.9138333330154419,0.2796588008403778
21,0.9638958331743877,0.09740466731786727,0.001,2.692563056945801,0.90525,0.2993949687480926
22,0.9735208331743876,0.0756057926416397,0.0005,2.5554895401000977,0.9197499995231628,0.25973272816340126
23,0.9760416668256123,0.06895501816272735,0.0005,2.5731019973754883,0.9189166669845581,0.2778201562563578
24,0.977229166507721,0.06572068347533544,0.0005,2.5352604389190674,0.9141666661898296,0.28897980284690855
25,0.9790416668256123,0.061205521504084266,0.0005,2.545419216156006,0.9166666666666666,0.28593530384699506
26,0.981083333492279,0.057120855261882146,0.0005,2.581001043319702,0.9144166671435038,0.2844407530625661
27,0.9812708333333333,0.05662942802906036,0.0005,2.5723299980163574,0.9165,0.2989661524295807
28,0.9819999998410542,0.052980339010556536,0.0005,2.5560519695281982,0.9173333333333333,0.29066162157058717
29,0.9821875,0.051245189915100735,0.0005,2.5403671264648438,0.914,0.30349643127123516
30,0.9829999998410542,0.04926281572381656,0.0005,2.5524404048919678,0.9155,0.3034943414529165
31,0.9829374998410543,0.04923097283641497,0.0005,2.5413520336151123,0.9141666666666667,0.3180330924987793
32,0.9876041668256124,0.040825373609860736,0.00025,3.2802023887634277,0.9195833333333333,0.309630023876826
33,0.988666666507721,0.03776833830277125,0.00025,2.5609138011932373,0.9195000001589457,0.3049684579372406
34,0.98875,0.036132515887419385,0.00025,2.573310136795044,0.9188333330154419,0.31047934206326805
35,0.9893958331743876,0.03484478803475698,0.00025,2.5827414989471436,0.9177499995231628,0.31692340739568076
36,0.9891874998410543,0.03468426949779193,0.00025,2.5601959228515625,0.91925,0.3119684275786082
37,0.989625,0.03347585968673229,0.00025,2.5641555786132812,0.917666666507721,0.32276943198839825
38,0.9902708331743876,0.032856820185979206,0.00025,2.5163848400115967,0.9172499995231629,0.32705753072102867
39,0.99025,0.0320213625629743,0.00025,2.5633819103240967,0.9173333334922791,0.32475195328394574
40,0.9904791665077209,0.0318286088258028,0.00025,2.552685499191284,0.9160833334922791,0.33357179061571757
41,0.9904375001589457,0.030532816956440608,0.00025,2.5538647174835205,0.9165833330154419,0.3294843410650889
42,0.9915208333333333,0.028481477826833725,0.000125,2.580281972885132,0.9185833336512248,0.3271389872233073
43,0.9919583331743876,0.026800116057197253,0.000125,2.5504038333892822,0.9175833331743876,0.33022329982121784
44,0.9925625001589458,0.025653247132897378,0.000125,2.5606372356414795,0.9181666668256124,0.3340648944377899
45,0.99275,0.024993539397915203,0.000125,2.5365123748779297,0.9185000001589457,0.3317369066874186
46,0.9929791666666666,0.024339905495444934,0.000125,2.565434694290161,0.9188333328564962,0.3335041979153951
47,0.993520833492279,0.02430097022652626,0.000125,2.556347608566284,0.91675,0.34229905080795286
48,0.9929166668256124,0.02470032731195291,0.000125,2.567528486251831,0.9185833331743876,0.33962853328386944
49,0.9934375001589457,0.023423475141326585,0.000125,2.5792863368988037,0.9178333328564962,0.3431270586649577
