epoch,alpha,beta,loss,lr,predictions_coarse_acc,predictions_coarse_loss,predictions_fine_acc,predictions_fine_loss,time_elapsed,val_loss,val_predictions_coarse_acc,val_predictions_coarse_loss,val_predictions_fine_acc,val_predictions_fine_loss
0,0.95,0.05,0.2565790991385778,0.001,0.9307916668256124,0.23617088961601257,0.779645833492279,0.6443351303736369,4.364176273345947,0.11714414630333582,0.9699166663487753,0.10059635164340337,0.8425000003178914,0.431552254597346
1,0.95,0.05,0.12342818391323089,0.001,0.9682083334922791,0.10985333262880644,0.8663333333333333,0.3813503839969635,3.2828187942504883,0.10603339932362238,0.9730833336512248,0.09398856540520986,0.883666666507721,0.334885249932607
2,0.95,0.05,0.09579153190056483,0.001,0.974770833492279,0.08385106875499089,0.886145833492279,0.32266034444173175,3.2943789958953857,0.07663461863994599,0.9790833338101705,0.06526626364390055,0.8915000001589457,0.2926333829561869
3,0.95,0.05,0.08233313675721486,0.001,0.977520833492279,0.07137041002511978,0.8977708333333333,0.29062495096524554,3.2878530025482178,0.07355647476514181,0.9785833338101705,0.06298489221930503,0.9016666668256124,0.27441654801368714
4,0.95,0.05,0.07321413193146388,0.001,0.9799583333333334,0.06324150855342547,0.9068541666666666,0.2626939987341563,3.2740719318389893,0.07177280057470004,0.9786666668256124,0.06097576416532199,0.8995000003178915,0.27691649381319683
5,0.95,0.05,0.06503950414061546,0.001,0.9821041665077209,0.055685226102670037,0.9113958333333333,0.2427707952260971,3.243208885192871,0.07233731442689896,0.9795000001589457,0.06097446112831434,0.8900000003178914,0.2882315350373586
6,0.95,0.05,0.05983938779433568,0.001,0.983854166507721,0.051099508265654243,0.9194999998410542,0.22589710919062297,3.275026798248291,0.06719892078638076,0.9809166661898295,0.05684315471847852,0.9005833336512248,0.26395848258336385
7,0.6,0.4,0.053678578237692516,0.001,0.9846666668256124,0.04522295751174291,0.9224583331743876,0.21433538091182708,3.2970290184020996,0.06891154270370801,0.9793333331743876,0.05782106466591358,0.8990000001589458,0.27963063796361287
8,0.6,0.4,0.12894195799032848,0.001,0.9866458331743876,0.04069322167833646,0.9037916665077209,0.2613150562445323,3.2827460765838623,0.16547795844078064,0.9807499998410543,0.05534880241254966,0.8828333336512247,0.33067168505986533
9,0.6,0.4,0.10669493607680003,0.001,0.9878333334922791,0.03750353396932284,0.9227291666666667,0.21048203400770824,3.283752202987671,0.13693871013323466,0.9823333331743876,0.05332335991660754,0.903666666507721,0.2623617248535156
