epoch,alpha,beta,loss,lr,predictions_coarse_acc,predictions_coarse_loss,predictions_fine_acc,predictions_fine_loss,time_elapsed,val_loss,val_predictions_coarse_acc,val_predictions_coarse_loss,val_predictions_fine_acc,val_predictions_fine_loss
31,0.0005454308,0.99945456,0.019327573562661807,0.00025,0.9963749998410543,0.012998393346865972,0.9945208331743877,0.019334958225488662,5.428651571273804,0.3199835633436839,0.9795833334922791,0.06699625430504481,0.9201666663487752,0.3202787369887034
32,0.00018316749,0.99981683,0.016542072638869285,0.00025,0.9964583334922791,0.012365742847323417,0.9953125001589457,0.01654435198009014,5.410491704940796,0.3411244018872579,0.9794999995231628,0.06523695298035939,0.9202499995231629,0.34127497164408366
33,5.19061e-05,0.9999481,0.01604543227950732,0.00025,0.9967708333333334,0.012089698744316896,0.9958958333333333,0.01604615696767966,5.324865341186523,0.3497864862283071,0.9801666668256124,0.06947830452024936,0.9191666663487752,0.3498378357092539
34,3.5474935e-05,0.99996454,0.015186987439791362,0.00025,0.9967500001589458,0.011903997806211312,0.9958125001589457,0.015187158038218816,5.895055770874023,0.3411865385373433,0.9794999998410543,0.06812821898361048,0.9199166668256124,0.3412007146676381
35,1.7150562e-05,0.99998283,0.014032278796037039,0.00025,0.9967916668256124,0.011444412901997566,0.9963541666666667,0.014032370502750078,5.278092861175537,0.3484688251018524,0.980416666507721,0.06778501771887144,0.9208333330154419,0.3484787779649099
36,7.934887e-06,0.9999921,0.014005558629830678,0.00025,0.9971041665077209,0.011750293443600337,0.9964375001589457,0.014005597467223803,5.286727666854858,0.33419463054339094,0.9803333331743876,0.06603954191009204,0.9199166669845581,0.3341992317040761
37,4.0500786e-06,0.99999595,0.012852060804764429,0.00025,0.9971041668256124,0.011175151524444421,0.996958333492279,0.012852073967456818,5.443429231643677,0.3482743662198385,0.9800833331743876,0.069137986506025,0.9195,0.34827657516797383
38,1.8199107e-06,0.99999815,0.012894236346085866,0.00025,0.9967083333333333,0.01161138499652346,0.9967708331743876,0.01289424161116282,5.315389156341553,0.35610158665974934,0.9807500003178914,0.06682661649088065,0.9196666669845581,0.3561027628580729
39,7.9260116e-07,0.9999992,0.013058194269736608,0.00025,0.9967916666666666,0.011533127196133136,0.9967291666666667,0.013058197391529879,5.336860418319702,0.3596179485321045,0.9807500003178914,0.0689100104222695,0.9201666661898296,0.35961848560969034
40,7.291722e-07,0.9999993,0.013140973920623461,0.00025,0.9968125,0.011773301848520835,0.9962083331743876,0.013140974760055543,5.3092052936553955,0.35736849149068195,0.981166666507721,0.06745021898547808,0.9210833336512247,0.357368711233139
41,4.1576834e-07,0.9999996,0.01154475528995196,0.000125,0.996854166507721,0.01127618656307459,0.99725,0.011544755332171917,5.235224008560181,0.351513534228007,0.9806666661898296,0.06902492863436539,0.922666666507721,0.3515137317975362
42,7.4745486e-08,0.99999994,0.010311494880666336,0.000125,0.9971875001589457,0.011240772659579913,0.9976041666666666,0.01031149456774195,5.359265565872192,0.35720967411994936,0.9799166668256124,0.06621912084023157,0.9220833336512247,0.35720979317029317
43,7.193598e-09,1.0,0.010311496938268343,0.000125,0.9974583333333333,0.01082875447596113,0.997854166507721,0.010311496928334236,5.542798280715942,0.35722100631395975,0.9804166661898295,0.06870324330528577,0.9221666669845581,0.35722103611628214
44,9.397031e-09,1.0,0.009791880360494058,0.000125,0.997125,0.010554960469404856,0.9976458333333333,0.009791880360494058,5.568490505218506,0.3582282207012176,0.9805000001589457,0.06818737098574638,0.9219166671435038,0.3582282207012176
45,3.745398e-09,1.0,0.009708765264600515,0.000125,0.9973958333333334,0.01017825855811437,0.9977708333333334,0.009708765264600515,5.506237506866455,0.35796269663174946,0.9799166661898295,0.06748328292369843,0.921583333492279,0.35796269663174946
46,4.1932857e-09,1.0,0.009366256707658371,0.000125,0.997395833492279,0.010524260121087233,0.99775,0.009366256707658371,6.11928129196167,0.3586082763671875,0.9802499998410543,0.06744192318121592,0.9217499995231628,0.3586082763671875
47,6.695933e-10,1.0,0.0083582818582654,0.000125,0.9976041668256124,0.01014815120647351,0.997958333492279,0.0083582818582654,5.662217140197754,0.3679306330680847,0.9803333331743876,0.06673862446844578,0.9206666671435039,0.3679306330680847
48,7.5148894e-11,1.0,0.008835780786971252,0.000125,0.9972083331743876,0.01083748622238636,0.9979791665077209,0.008835780786971252,5.620680809020996,0.36810714451471965,0.9802499995231628,0.06797993012766043,0.9209166668256124,0.36810714451471965
49,3.626059e-11,1.0,0.00886925994977355,0.000125,0.9974375001589457,0.01008798627803723,0.9979375,0.00886925994977355,5.4819135665893555,0.36569757032394407,0.9800833328564962,0.06802535404264927,0.9220000004768372,0.36569757032394407
