epoch,alpha,beta,gamma,loss,lr,predictions_coarse1_acc,predictions_coarse1_loss,predictions_coarse2_acc,predictions_coarse2_loss,predictions_fine_acc,predictions_fine_loss,time_elapsed,val_loss,val_predictions_coarse1_acc,val_predictions_coarse1_loss,val_predictions_coarse2_acc,val_predictions_coarse2_loss,val_predictions_fine_acc,val_predictions_fine_loss
0,0.9,0.1,0.0,2.263028836186727,0.001,0.30491111114819847,2.133800013754103,0.07777777778704961,3.4260886568281386,0.009977777776784366,5.452107807752821,45.889501094818115,1.83224408493042,0.4168000001907349,1.7243951126098633,0.14980000014305114,2.8028851165771482,0.008200000001490116,4.833999858093262
1,0.9396189,0.060381122,0.0,1.9241360014809503,0.001,0.40364444438616437,1.7962629156324599,0.13115555556350283,3.074994118542141,0.010266666665673257,5.4511844078911675,36.555479764938354,1.6402696168899535,0.47519999980926514,1.5375972791671753,0.23519999995231627,2.5643208724975586,0.011400000000745057,4.819151894378662
2,0.839251,0.16074903,0.0,1.7451597365485296,0.001,0.4444000000423855,1.6695060329225329,0.15973333333333334,2.9224422075483534,0.00986666666616996,5.445052284664578,36.48462438583374,1.5600595657348633,0.5012000001907349,1.4994736888885498,0.2499999997615814,2.502864758682251,0.010200000002980231,4.819139088439941
3,0.70980674,0.29019323,0.0,1.7738431481891208,0.001,0.47435555561383563,1.5772220540576511,0.1874666666507721,2.8003776023017037,0.009488888888392184,5.445409912787543,36.46998476982117,1.5652856864929199,0.5295999999046326,1.413375535583496,0.2884000000953674,2.358389730834961,0.010400000001490117,4.804602266693116
4,0.5693741,0.43062592,0.0,1.8393868531756932,0.001,0.4940222222963969,1.516522982597351,0.22777777779632144,2.629105494011773,0.010022222221725517,5.438988895331489,36.59890341758728,1.789486679840088,0.4661999998569489,1.5512918731689453,0.2683999999046326,2.372106549835205,0.00880000001490116,4.818785851287842
5,0.42095417,0.57904583,0.0,1.9067833808263144,0.001,0.510488888862398,1.476286494700114,0.26120000002649096,2.475986870151096,0.009533333332339923,5.4364898924085825,36.67668628692627,1.6770743286132812,0.5543999997138978,1.3337156982421876,0.33859999985694883,2.131063478088379,0.009400000000745059,4.790689335632324
6,0.28590164,0.7140984,0.0,1.9656277668423123,0.001,0.5184222221480476,1.4447760580274793,0.29308888885180157,2.3442760199652777,0.0095111111101177,5.439866492038303,36.5414354801178,1.7440335376739502,0.569600000667572,1.3126831031799315,0.3720000001430511,2.0576162506103515,0.009000000000745058,4.817777203369141
7,0.17805932,0.82194066,0.0,1.995047383287218,0.001,0.5268888888465033,1.4269754548602633,0.325666666703754,2.222484728410509,0.0093111111101177,5.448566562652588,36.57299041748047,2.089713199234009,0.4724000002861023,1.6101649559020996,0.3179999998569489,2.281708555603027,0.01000000001490116,4.831462213134766
8,0.0,1.0,0.0,1.992354929775662,0.001,0.5322222222328186,1.4022809755749173,0.35144444444444445,2.120184353934394,0.00986666666517655,5.451870758141411,36.403727531433105,1.7837784429550172,0.5827999999046326,1.285783106803894,0.41840000009536743,1.8916606130599976,0.009000000001490116,4.809395156097412
9,0.0,0.9162184,0.0837816,2.0131477645026314,0.001,0.5350000001165602,1.3969084216011896,0.37786666665607027,2.0131477645026314,0.009844444444444444,5.447877267286513,36.67974066734314,1.9052364500045775,0.5538000005722046,1.3336186418533325,0.4093999997138977,1.9052364500045775,0.007800000000745058,4.789441162872315
10,0.0,0.87059945,0.12940058,2.206507026057773,0.001,0.533733333322737,1.405099777094523,0.3990888888782925,1.93264565027025,0.01635555555721124,5.201398854488796,37.07966732978821,2.1015966339111327,0.5503999997138977,1.3652190536499023,0.421999999666214,1.8849107959747315,0.047600000017881394,4.471228536224365
11,0.0,0.8151693,0.18483071,2.231975647608439,0.001,0.5358666666030883,1.3966219473308987,0.4237111110687256,1.8551650103251138,0.037844444447755816,4.76713470993042,37.056249380111694,2.0291359382629395,0.5739999995231628,1.295585764694214,0.45900000028610227,1.7215012197494506,0.10160000005960465,4.098883638763428
12,0.0,0.7468672,0.25313282,2.2749241438123913,0.001,0.539222222190433,1.390542304695977,0.4379555555184682,1.7921882114410401,0.06651111112038295,4.403961790890164,36.81933379173279,2.070011368942261,0.5866000002861023,1.2589807235717774,0.4781999999046326,1.6702962936401367,0.1434,3.832897437286377
13,0.0,0.67248505,0.32751492,2.3386339063008625,0.001,0.5406444443702698,1.384051674800449,0.4530444445027245,1.7357279495663114,0.09586666665474573,4.117505060280694,36.81633806228638,2.1324894073486327,0.5861999997138977,1.2490489273071288,0.4879999996185303,1.6472289642333984,0.2008000001192093,3.564248030090332
14,0.0,0.5966666,0.40333346,2.4020039471096464,0.001,0.5374222223175896,1.3884036966323852,0.4669777778201633,1.6893333665000068,0.1290000000026491,3.865327813296848,36.988563537597656,2.2916955196380617,0.5600000000953674,1.3353167844772338,0.4642,1.7176774198532105,0.2019999998807907,3.470324892425537
15,0.0,0.51914513,0.4808549,2.4477373927646213,0.001,0.5400444443172878,1.3865244269900852,0.4784666667090522,1.6490492628733318,0.16357777779632143,3.6292670366075304,36.60773682594299,2.232615199279785,0.5924000000953674,1.239364116859436,0.4984000002384186,1.5971130081176759,0.25579999985694885,3.172737668609619
16,0.0,0.44136834,0.55863166,2.4851499051411947,0.001,0.5364222223175896,1.388640578312344,0.49042222220102943,1.61086849032508,0.19386666662428115,3.4290497548421226,36.708558082580566,2.269630728149414,0.5873999999046325,1.2464104068756103,0.5077999998092652,1.5684094985961914,0.2779999999523163,3.026689684677124
17,0.0,0.36851877,0.63148123,2.5119054221259223,0.001,0.5380888888570997,1.3874259795294868,0.49731111116409304,1.5886445466359456,0.22197777775128683,3.2413630510118274,36.77535605430603,2.306837069320679,0.5956000004768371,1.2464057182312012,0.5127999998092652,1.5570524545669555,0.2973999999523163,2.8992330947875975
18,0.0,0.29729286,0.7027072,2.5151865620507134,0.001,0.5378444443278843,1.3900797907299465,0.5028666665607029,1.5717624567879571,0.25131111113230387,3.0657484180026584,36.86874341964722,2.3241759014129637,0.5952000002861023,1.2388523733139039,0.5203999998092651,1.5345335178375243,0.3134000002861023,2.784994091796875
19,0.0,0.231969,0.768031,2.5185383571624755,0.001,0.5364222223387825,1.3928342714097766,0.5051111112276713,1.5536452215194703,0.2790222222328186,2.926753572675917,36.84588027000427,2.330693208694458,0.5962000000953674,1.233811961364746,0.521,1.5310961877822875,0.3252000002861023,2.668976963043213
20,0.0,0.17813063,0.8218694,2.489623534520467,0.001,0.5347777776506212,1.3959536682764688,0.5125111110475328,1.532461081398858,0.30291111105283103,2.778716050720215,36.80126976966858,2.345753842163086,0.5920000004768372,1.249069256591797,0.5214,1.5182648557662963,0.348600000333786,2.5956809551239015
21,0.0,0.13176155,0.86823845,2.452760468080309,0.001,0.5365333334604899,1.394250005976359,0.5162000000635782,1.5167672324710422,0.3293777778413561,2.655626120291816,36.99932360649109,2.4660287357330324,0.5891999996185303,1.269799027633667,0.4984000003814697,1.6065991878509522,0.34359999966621396,2.652300086212158
22,0.0,0.09479831,0.9052017,2.408034239663018,0.001,0.5363111109839546,1.3961087862226698,0.5188666667620341,1.5165596203486125,0.35291111115349666,2.543322036276923,36.6067316532135,2.3767360313415526,0.5810000002861023,1.278029926109314,0.5192000001907349,1.538171315574646,0.3718000002861023,2.503994396972656
23,0.0,0.06438093,0.93561906,2.342257849544949,0.001,0.5361777778095669,1.397796743244595,0.5192888889418708,1.5038398595174154,0.37502222218513487,2.430062183803982,36.825931787490845,2.3570994018554687,0.5874000004768372,1.2561494604110717,0.536599999332428,1.4964192762374877,0.367399999666214,2.4472351993560792
24,0.0,0.042590402,0.9574096,2.263667978668213,0.001,0.5319333333333334,1.4031183388815986,0.5246444443914625,1.4932162428538005,0.3977777777724796,2.3166836018032497,36.510478258132935,2.309515618133545,0.593600000667572,1.2486509687423706,0.5321999998092651,1.4963085430145264,0.3916000000476837,2.365473305130005
25,0.0,0.02663342,0.97336656,2.1971713493771023,0.001,0.5324444445610046,1.3983814895206028,0.5216666666878594,1.4955009031931559,0.4132666666507721,2.228385128911336,36.99439072608948,2.2662591133117678,0.5854000000953674,1.2524034404754638,0.5352000005722046,1.4671164768218994,0.40520000023841857,2.3018089752197266
