epoch,alpha,beta,gamma,loss,lr,predictions_coarse1_acc,predictions_coarse1_loss,predictions_coarse2_acc,predictions_coarse2_loss,predictions_fine_acc,predictions_fine_loss,time_elapsed,val_loss,val_predictions_coarse1_acc,val_predictions_coarse1_loss,val_predictions_coarse2_acc,val_predictions_coarse2_loss,val_predictions_fine_acc,val_predictions_fine_loss
0,0.9,0.1,0.0,2.1898910827636717,0.001,0.33706666661898294,2.0579336360083684,0.08993333333333334,3.377508504570855,0.009399999999503295,5.459402273729112,42.18535494804382,1.8127211448669434,0.42280000009536745,1.6989607681274415,0.1674000001192093,2.836565074157715,0.010000000001490116,4.965186582183838
1,0.9,0.1,0.0,1.7978274546941122,0.001,0.44475555555025736,1.6735081072701348,0.15428888887034523,2.916701845550537,0.009911111111111112,5.379931629519993,34.20461583137512,1.5768367708206177,0.5037999998092652,1.4791592266082763,0.25280000019073484,2.455935061645508,0.010200000001490116,4.830464166259766
2,0.9,0.1,0.0,1.632723900434706,0.001,0.4954000000052982,1.5120606832080417,0.19937777774598864,2.7186932251400417,0.009377777777777778,5.343310410308838,34.0294988155365,1.5262223865509033,0.5028000005722046,1.431177031517029,0.2907999998569489,2.38163091506958,0.0068,4.769967182922363
3,0.9,0.1,0.0,1.5125356973648072,0.001,0.5366444444338481,1.3941719081454806,0.23459999997615813,2.5778100018395316,0.0099111111101177,5.323077332899306,33.946239948272705,1.561488709449768,0.5034000002384186,1.4728584480285645,0.2950000000953674,2.3591614658355713,0.01,4.807545530700684
4,0.6,0.35,0.05,1.4113358381059435,0.001,0.5690444444550409,1.2948167934205796,0.2624000000529819,2.4600075101216636,0.0091111111101177,5.309740633477105,33.84233045578003,1.4520118785858154,0.5471999997138977,1.3686785900115968,0.32720000023841855,2.202011762237549,0.0088,4.774751670837403
5,0.6,0.35,0.05,1.7800327498965793,0.001,0.5950222222858005,1.2133440779156155,0.31260000004768373,2.2584173146565756,0.011088888887398772,5.231604273139106,34.24677348136902,1.8430238039016724,0.5071999998569489,1.4518596088409423,0.35240000019073486,2.110064047241211,0.019600000001490116,4.66771138305664
6,0.6,0.35,0.05,1.6628054344601102,0.001,0.6177999999788072,1.1488125332514445,0.3650888888835907,2.056931296878391,0.016155555554562145,5.071838761732313,34.02760076522827,1.6260008190155029,0.5940000002861023,1.2165145431518554,0.4085999997615814,1.9108908740997315,0.030600000002980233,4.545605364990235
7,0.6,0.35,0.05,1.5787015272776286,0.001,0.6367777776506212,1.0891400944815741,0.39606666660308837,1.9353985499911839,0.019311111112766795,4.956559231228298,34.15380573272705,1.587498260307312,0.6023999997138977,1.202174394416809,0.4280000002861023,1.8410738149642945,0.043000000005960465,4.436355535125732
8,0.6,0.35,0.05,1.501024990272522,0.001,0.6583333332273695,1.0284702364179823,0.42215555555025736,1.8327687594307793,0.023444444446100127,4.849475356462267,34.559590578079224,1.48901350440979,0.6370000001907349,1.097863362121582,0.46,1.7490605186462402,0.05280000001788139,4.36248528137207
9,0.0,0.8,0.2,1.4291443701850044,0.001,0.6783999999682109,0.970381334845225,0.4507777778095669,1.7402634635077583,0.02984444445239173,4.756466900719537,34.15258598327637,1.6174451456069947,0.6021999994277955,1.2569895046234132,0.4392000000476837,1.853743748474121,0.06180000001788139,4.288822357940674
10,0.0,0.8,0.2,2.240379398388333,0.001,0.6863777776930067,0.948262754005856,0.4687111110740238,1.6636818689346313,0.04480000000165568,4.5471693591647675,34.17266321182251,2.170183847808838,0.6173999998092652,1.1347410604476929,0.4685999997138977,1.7034355934143066,0.11780000003576278,4.037176670074463
11,0.0,0.8,0.2,2.1102736773173016,0.001,0.6868666667196486,0.9365396557278103,0.4993111111746894,1.5702096407572428,0.07202222221162584,4.270529592895508,34.17633771896362,2.1557764453887938,0.6065999992370605,1.1827309730529785,0.4654000000476837,1.7381331504821778,0.1503999999523163,3.8263494239807128
12,0.0,0.8,0.2,1.999611791314019,0.001,0.6995777778307597,0.9034895039452446,0.5253111110263401,1.4812792478985257,0.09577777777247959,4.07294179602729,34.32223439216614,2.082095218849182,0.6103999992370606,1.1475713790893554,0.48340000038146974,1.6712033760070801,0.18200000011920928,3.7256623371124267
13,0.0,0.8,0.2,1.9024463617536758,0.001,0.7067111111429003,0.8805775106112163,0.5479333333280352,1.404148753674825,0.11926666669050852,3.895636616007487,34.19396471977234,2.0299216178894044,0.6393999994277955,1.1161628383636475,0.4971999996185303,1.6536101566314698,0.2105999998807907,3.5351673221588134
14,0.0,0.4,0.6,1.8079713884777493,0.001,0.7191777779049343,0.8467741006639269,0.5697777777353923,1.323883536889818,0.13786666669580672,3.7443226159413654,34.30385732650757,1.9019418964385986,0.6580000003814698,1.0228694869995116,0.5340000007629394,1.5216580142974854,0.23660000002384185,3.423077296447754
15,0.0,0.4,0.6,2.5973864242977567,0.001,0.7261333332061768,0.8233582820468479,0.5819555555343628,1.2788523906495837,0.1792222222301695,3.476408928426107,34.16737365722656,2.4497547550201415,0.6704000003814697,1.0163211292266845,0.5379999999046325,1.5192938756942749,0.2772000002861023,3.070061865234375
16,0.0,0.4,0.6,2.4027693850199383,0.001,0.7261333333121406,0.8239439840316772,0.5903555555343628,1.2528827527787951,0.22244444444179534,3.1693603391011558,34.312843561172485,2.3710612312316894,0.6535999995231628,1.0466591539382935,0.5320000000953674,1.5291578399658203,0.299399999666214,2.932330013656616
17,0.0,0.4,0.6,2.2591458808051215,0.001,0.7304000000423855,0.8050398711946275,0.602755555597941,1.2134220956166586,0.25793333335982427,2.956294949256049,34.11416435241699,2.2489540821075438,0.6766000003814697,0.9887705156326294,0.5519999997138977,1.4681633981704711,0.3264000002384186,2.7694811027526853
18,0.0,0.4,0.6,2.1385162548489043,0.001,0.7398888889630636,0.7856385928577847,0.6160888889948527,1.1680390813191732,0.28568888891008165,2.78550091158549,33.90942978858948,2.280697365951538,0.6458000005722045,1.0664374591827392,0.5295999997138977,1.5695415325164794,0.312199999666214,2.7548010997772217
19,0.0,0.4,0.6,2.032943703036838,0.001,0.7468888889100816,0.7589884425375196,0.6332888887829251,1.116254860856798,0.31146666671964857,2.6440694834391274,34.124938011169434,2.1573482879638672,0.6776000005722046,0.9987798328399659,0.5584000002861023,1.4645032131195068,0.3548,2.619244900894165
20,0.0,0.4,0.6,1.9354882889641656,0.001,0.7563111110157437,0.7358858880784777,0.643666666677263,1.0647414257473415,0.335155555539661,2.515986087883843,33.84610939025879,2.108842583847046,0.6823999995231629,0.9814506259918213,0.5654000004768371,1.4450583877563477,0.3567999998569489,2.5513652183532716
21,0.0,0.0,1.0,1.8403802697923448,0.001,0.7648444444656372,0.7117912103123135,0.6650444443172878,1.0117094508488973,0.3615555555343628,2.3928273813459606,34.19161295890808,2.067117823791504,0.6794000001907349,0.9655957714080811,0.5699999995231628,1.423169347000122,0.3762000000476837,2.4964166515350343
22,0.0,0.0,1.0,2.3040874856736924,0.001,0.7600222221162584,0.7247488404168023,0.6615111109839545,1.0099275612513223,0.3741333333651225,2.3040874856736924,34.27472376823425,2.465694619369507,0.6720000007629394,1.0036028806686401,0.5608000004768372,1.4634420034408568,0.37439999976158145,2.465694619369507
23,0.0,0.0,1.0,2.174538214408027,0.001,0.7586888889524672,0.7326955144776238,0.6637555554919773,1.0105437680562337,0.40735555553966096,2.174538214408027,34.2507107257843,2.413989602661133,0.677199999332428,1.0100660274505615,0.5630000002861023,1.4711334732055663,0.38680000019073485,2.413989602661133
24,0.0,0.0,1.0,2.0536073668162027,0.001,0.7623555554919773,0.7227309726397196,0.6665777776930067,1.0002665840148925,0.4345555555343628,2.0536073668162027,34.06786918640137,2.4116886428833006,0.6731999995231629,1.0029693393707275,0.5512000000953674,1.4978355651855468,0.3833999997615814,2.4116886428833006
25,0.0,0.0,1.0,1.9459049423217774,0.001,0.7667777778625489,0.7161906778971354,0.674666666730245,0.9708329547458224,0.4558000000052982,1.9459049423217774,34.38208270072937,2.3818671161651612,0.6598000007629394,1.0316922805786133,0.5426000002861023,1.4805441997528077,0.3866000000476837,2.3818671161651612
26,0.0,0.0,1.0,1.840457688861423,0.001,0.7677999999576145,0.7069904761314392,0.6848888887617323,0.9483671372731527,0.4838444444497426,1.840457688861423,34.4188277721405,2.296669736099243,0.6787999999046326,0.987064241886139,0.5691999994277954,1.4192866621017457,0.4060000003814697,2.296669736099243
27,0.0,0.0,1.0,1.7326814744525485,0.001,0.7771555555131701,0.6914774464289347,0.6912222223493788,0.9259413230578105,0.5116888889524672,1.7326814744525485,34.238786458969116,2.296407504272461,0.6599999992370605,1.0300589059829712,0.5644000002861023,1.4501030061721802,0.411199999666214,2.296407504272461
28,0.0,0.0,1.0,1.6395089137395222,0.001,0.7826222223387824,0.6743066248151991,0.7005777776612175,0.8981698896514045,0.5331999999894036,1.6395089137395222,34.11451053619385,2.2794215476989748,0.6662000007629395,1.0180435091018676,0.5678000004768372,1.4373708238601686,0.41699999971389773,2.2794215476989748
29,0.0,0.0,1.0,1.5513736059400771,0.001,0.7865111112382677,0.6652097748862372,0.7058000000317891,0.8808464264657763,0.5562222222963968,1.5513736059400771,34.26454496383667,2.2070959426879884,0.6770000007629394,0.9809257592201233,0.5739999996185303,1.387274449157715,0.42039999985694887,2.2070959426879884
30,0.0,0.0,1.0,1.4504946986940173,0.001,0.7950222221692403,0.6455915271441142,0.715866666592492,0.8477338888486227,0.5837111110793219,1.4504946986940173,34.0663948059082,2.2455390552520753,0.679599999332428,0.9898806025505066,0.5665999994277954,1.424089503288269,0.41819999995231627,2.2455390552520753
31,0.0,0.0,1.0,1.3688355808258057,0.001,0.7982222220950657,0.6380443065113491,0.7253333332803514,0.8240553981145223,0.6045555555237664,1.3688355808258057,34.18049454689026,2.221901149368286,0.6744000001907349,1.0031936471939087,0.5683999997138977,1.4115991416931153,0.428200000333786,2.221901149368286
32,0.0,0.0,1.0,1.2797953509224786,0.001,0.8024000000317891,0.6258055065049065,0.7343999999046326,0.8015567734612359,0.6292000001165602,1.2797953509224786,33.939406394958496,2.222671440887451,0.6641999997138978,1.0301969120025636,0.5711999992370606,1.4343422290802001,0.4319999997138977,2.222671440887451
