epoch,alpha,beta,gamma,loss,lr,predictions_coarse1_acc,predictions_coarse1_loss,predictions_coarse2_acc,predictions_coarse2_loss,predictions_fine_acc,predictions_fine_loss,time_elapsed,val_loss,val_predictions_coarse1_acc,val_predictions_coarse1_loss,val_predictions_coarse2_acc,val_predictions_coarse2_loss,val_predictions_fine_acc,val_predictions_fine_loss
0,0.9,0.1,0.0,2.216425950961643,0.001,0.3262666666295793,2.0898847629970976,0.09115555555290646,3.355297110578749,0.010711111110614405,5.513793348185222,106.27615809440613,1.8479269920349122,0.4349999999523163,1.754940154838562,0.19539999980926515,2.6848086639404296,0.012,4.8485578971862795
1,0.9,0.1,0.0,1.8138992274178398,0.001,0.44166666656070286,1.688429603491889,0.1581555555423101,2.9431262018839517,0.010022222220732105,5.499282906426324,94.67637801170349,1.5861013339996337,0.49620000076293946,1.4861842658996582,0.25040000014305114,2.4853553028106687,0.011200000001490117,4.809454899597168
2,0.9,0.1,0.0,1.6422911022822062,0.001,0.4922222221798367,1.521037360742357,0.20226666668256124,2.7335750448438856,0.010088888888392183,5.477841157362196,94.66914629936218,1.5160030593872071,0.5227999999046326,1.4262765707015992,0.29279999980926513,2.3235417415618898,0.011000000000745058,4.788384066772461
3,0.9,0.1,0.0,1.519725385983785,0.001,0.5331333332909478,1.399193219863044,0.23219999997615814,2.6045150691562227,0.009577777777777777,5.470629564497206,94.62432956695557,1.4477140853881836,0.5411999997138977,1.3555930484771728,0.30780000009536745,2.2768036853790283,0.0094,4.793405003356933
4,0.6,0.35,0.05,1.4264045443640816,0.001,0.5651111110899183,1.307490687391493,0.2585777777247959,2.496629537794325,0.01026666666517655,5.461614483473036,94.78346991539001,1.4447763763427734,0.5412000002861023,1.3619619731903077,0.3426000003814697,2.190106328201294,0.013800000001490117,4.788505696868897
5,0.6,0.35,0.05,1.8099596797095405,0.001,0.5980666666454739,1.2116027505662705,0.3006222222646078,2.3350916237725152,0.01335555555505885,5.314318799591065,95.2438657283783,1.6631203727722168,0.5960000002861023,1.2155722799301147,0.3823999997138977,2.0141213802337647,0.03160000000149012,4.576690045166016
6,0.6,0.35,0.05,1.6977913674036662,0.001,0.6158666665607029,1.1548744671079847,0.3469555555343628,2.145876711654663,0.020688888890544575,5.076196365610758,95.18587398529053,1.663097652244568,0.5742000000953674,1.2678554641723634,0.4026000002384186,1.9466219232559203,0.054600000017881394,4.421333721923828
7,0.6,0.35,0.05,1.6036020367940267,0.001,0.6332888888041178,1.0943959950447082,0.38277777780426875,2.0049461718877155,0.027422222222884495,4.904665280829535,95.29031109809875,1.582585978126526,0.6051999992370606,1.1945904621124268,0.42140000023841856,1.8586368089675904,0.06900000005960465,4.306175936889648
8,0.6,0.35,0.05,1.5186854782952202,0.001,0.6557777776506212,1.0287594650480483,0.41106666673024495,1.8958332110087077,0.03699999999602636,4.757763240644667,95.24233913421631,1.5261600318908692,0.6234000001907348,1.153570196723938,0.45260000023841856,1.7860812339782715,0.09600000005960464,4.177789512634277
9,0.0,0.8,0.2,1.4454327755822076,0.001,0.6739111110581292,0.9799643607669406,0.4390444444762336,1.7864120862325032,0.04626666666269302,4.64419819615682,95.10250163078308,1.5014037220001222,0.6242,1.1468917636871339,0.46,1.7374244415283202,0.10680000001192093,4.103401596069336
